"MassParameter_1","MassParameter_2","MassParameter_3","MassParameter_4", "Phi_12","Phi_13","Phi_14","Phi_23","Phi_24","Phi_34", "Dataset1_7320370X","Dataset1_4640576X","Dataset1_2060465X","Dataset1_3140445X","Dataset1_6960209X","Dataset1_5670435X","Dataset1_4880367X","Dataset1_5050575X","Dataset1_290402X","Dataset1_650753X","Dataset1_110382X","Dataset1_3450274X","Dataset1_5960343X","Dataset1_4120037X","Dataset1_4050070X","Dataset1_6480059X","Dataset1_2000100X","Dataset1_3170669X","Dataset1_4830100X","Dataset1_6180538X","Dataset1_6980482X","Dataset1_4900670X","Dataset1_1780762X","Dataset1_1780564X","Dataset1_5270386X","Dataset1_7210424X","Dataset1_7050332X","Dataset1_6200431X","Dataset1_270156X","Dataset1_2470259X","Dataset1_630753X","Dataset1_3830519X","Dataset1_940747X","Dataset1_6840148X","Dataset1_1170609X","Dataset1_1770753X","Dataset1_6900209X","Dataset1_2340598X","Dataset1_3170286X","Dataset1_1470601X","Dataset1_4120053X","Dataset1_1260017X","Dataset1_3870646X","Dataset1_2120259X","Dataset1_2480739X","Dataset1_10612X","Dataset1_2490446X","Dataset1_6770711X","Dataset1_2060452X","Dataset1_50735X","Dataset1_2680722X","Dataset1_2320356X","Dataset1_6560438X","Dataset1_2710114X","Dataset1_870626X","Dataset1_2940369X","Dataset1_990072X","Dataset1_50070X","Dataset1_650008X","Dataset1_6940358X","Dataset1_4570441X","Dataset1_3610259X","Dataset1_4060221X","Dataset1_2260131X","Dataset1_1500148X","Dataset1_6220543X","Dataset1_4900010X","Dataset1_7550431X","Dataset1_2470619X","Dataset1_3390544X","Dataset1_2100241X","Dataset1_620241X","Dataset1_630377X","Dataset1_3180398X","Dataset1_2570026X","Dataset1_540021X","Dataset1_4640136X","Dataset1_6330047X","Dataset1_1710594X","Dataset1_270519X","Dataset1_1690059X","Dataset1_2850162X","Dataset1_130021X","Dataset1_2230273X","Dataset1_270348X","Dataset1_2070037X","Dataset1_6280156X","Dataset1_5390246X","Dataset1_1240450X","Dataset1_7160369X","Dataset1_5390239X","Dataset1_3940754X","Dataset1_1230201X","Dataset1_6400333X","Dataset1_1030376X","Dataset1_4890722X","Dataset1_4040725X","Dataset1_3440343X","Dataset1_6370014X","Dataset1_940356X","Dataset1_6110167X","Dataset1_4860408X","Dataset2_7320370X","Dataset2_4640576X","Dataset2_2060465X","Dataset2_3140445X","Dataset2_6960209X","Dataset2_5670435X","Dataset2_4880367X","Dataset2_5050575X","Dataset2_290402X","Dataset2_650753X","Dataset2_110382X","Dataset2_3450274X","Dataset2_5960343X","Dataset2_4120037X","Dataset2_4050070X","Dataset2_6480059X","Dataset2_2000100X","Dataset2_3170669X","Dataset2_4830100X","Dataset2_6180538X","Dataset2_6980482X","Dataset2_4900670X","Dataset2_1780762X","Dataset2_1780564X","Dataset2_5270386X","Dataset2_7210424X","Dataset2_7050332X","Dataset2_6200431X","Dataset2_270156X","Dataset2_2470259X","Dataset2_630753X","Dataset2_3830519X","Dataset2_940747X","Dataset2_6840148X","Dataset2_1170609X","Dataset2_1770753X","Dataset2_6900209X","Dataset2_2340598X","Dataset2_3170286X","Dataset2_1470601X","Dataset2_4120053X","Dataset2_1260017X","Dataset2_3870646X","Dataset2_2120259X","Dataset2_2480739X","Dataset2_10612X","Dataset2_2490446X","Dataset2_6770711X","Dataset2_2060452X","Dataset2_50735X","Dataset2_2680722X","Dataset2_2320356X","Dataset2_6560438X","Dataset2_2710114X","Dataset2_870626X","Dataset2_2940369X","Dataset2_990072X","Dataset2_50070X","Dataset2_650008X","Dataset2_6940358X","Dataset2_4570441X","Dataset2_3610259X","Dataset2_4060221X","Dataset2_2260131X","Dataset2_1500148X","Dataset2_6220543X","Dataset2_4900010X","Dataset2_7550431X","Dataset2_2470619X","Dataset2_3390544X","Dataset2_2100241X","Dataset2_620241X","Dataset2_630377X","Dataset2_3180398X","Dataset2_2570026X","Dataset2_540021X","Dataset2_4640136X","Dataset2_6330047X","Dataset2_1710594X","Dataset2_270519X","Dataset2_1690059X","Dataset2_2850162X","Dataset2_130021X","Dataset2_2230273X","Dataset2_270348X","Dataset2_2070037X","Dataset2_6280156X","Dataset2_5390246X","Dataset2_1240450X","Dataset2_7160369X","Dataset2_5390239X","Dataset2_3940754X","Dataset2_1230201X","Dataset2_6400333X","Dataset2_1030376X","Dataset2_4890722X","Dataset2_4040725X","Dataset2_3440343X","Dataset2_6370014X","Dataset2_940356X","Dataset2_6110167X","Dataset2_4860408X","Dataset3_7320370X","Dataset3_4640576X","Dataset3_2060465X","Dataset3_3140445X","Dataset3_6960209X","Dataset3_5670435X","Dataset3_4880367X","Dataset3_5050575X","Dataset3_290402X","Dataset3_650753X","Dataset3_110382X","Dataset3_3450274X","Dataset3_5960343X","Dataset3_4120037X","Dataset3_4050070X","Dataset3_6480059X","Dataset3_2000100X","Dataset3_3170669X","Dataset3_4830100X","Dataset3_6180538X","Dataset3_6980482X","Dataset3_4900670X","Dataset3_1780762X","Dataset3_1780564X","Dataset3_5270386X","Dataset3_7210424X","Dataset3_7050332X","Dataset3_6200431X","Dataset3_270156X","Dataset3_2470259X","Dataset3_630753X","Dataset3_3830519X","Dataset3_940747X","Dataset3_6840148X","Dataset3_1170609X","Dataset3_1770753X","Dataset3_6900209X","Dataset3_2340598X","Dataset3_3170286X","Dataset3_1470601X","Dataset3_4120053X","Dataset3_1260017X","Dataset3_3870646X","Dataset3_2120259X","Dataset3_2480739X","Dataset3_10612X","Dataset3_2490446X","Dataset3_6770711X","Dataset3_2060452X","Dataset3_50735X","Dataset3_2680722X","Dataset3_2320356X","Dataset3_6560438X","Dataset3_2710114X","Dataset3_870626X","Dataset3_2940369X","Dataset3_990072X","Dataset3_50070X","Dataset3_650008X","Dataset3_6940358X","Dataset3_4570441X","Dataset3_3610259X","Dataset3_4060221X","Dataset3_2260131X","Dataset3_1500148X","Dataset3_6220543X","Dataset3_4900010X","Dataset3_7550431X","Dataset3_2470619X","Dataset3_3390544X","Dataset3_2100241X","Dataset3_620241X","Dataset3_630377X","Dataset3_3180398X","Dataset3_2570026X","Dataset3_540021X","Dataset3_4640136X","Dataset3_6330047X","Dataset3_1710594X","Dataset3_270519X","Dataset3_1690059X","Dataset3_2850162X","Dataset3_130021X","Dataset3_2230273X","Dataset3_270348X","Dataset3_2070037X","Dataset3_6280156X","Dataset3_5390246X","Dataset3_1240450X","Dataset3_7160369X","Dataset3_5390239X","Dataset3_3940754X","Dataset3_1230201X","Dataset3_6400333X","Dataset3_1030376X","Dataset3_4890722X","Dataset3_4040725X","Dataset3_3440343X","Dataset3_6370014X","Dataset3_940356X","Dataset3_6110167X","Dataset3_4860408X","Dataset4_7320370X","Dataset4_4640576X","Dataset4_2060465X","Dataset4_3140445X","Dataset4_6960209X","Dataset4_5670435X","Dataset4_4880367X","Dataset4_5050575X","Dataset4_290402X","Dataset4_650753X","Dataset4_110382X","Dataset4_3450274X","Dataset4_5960343X","Dataset4_4120037X","Dataset4_4050070X","Dataset4_6480059X","Dataset4_2000100X","Dataset4_3170669X","Dataset4_4830100X","Dataset4_6180538X","Dataset4_6980482X","Dataset4_4900670X","Dataset4_1780762X","Dataset4_1780564X","Dataset4_5270386X","Dataset4_7210424X","Dataset4_7050332X","Dataset4_6200431X","Dataset4_270156X","Dataset4_2470259X","Dataset4_630753X","Dataset4_3830519X","Dataset4_940747X","Dataset4_6840148X","Dataset4_1170609X","Dataset4_1770753X","Dataset4_6900209X","Dataset4_2340598X","Dataset4_3170286X","Dataset4_1470601X","Dataset4_4120053X","Dataset4_1260017X","Dataset4_3870646X","Dataset4_2120259X","Dataset4_2480739X","Dataset4_10612X","Dataset4_2490446X","Dataset4_6770711X","Dataset4_2060452X","Dataset4_50735X","Dataset4_2680722X","Dataset4_2320356X","Dataset4_6560438X","Dataset4_2710114X","Dataset4_870626X","Dataset4_2940369X","Dataset4_990072X","Dataset4_50070X","Dataset4_650008X","Dataset4_6940358X","Dataset4_4570441X","Dataset4_3610259X","Dataset4_4060221X","Dataset4_2260131X","Dataset4_1500148X","Dataset4_6220543X","Dataset4_4900010X","Dataset4_7550431X","Dataset4_2470619X","Dataset4_3390544X","Dataset4_2100241X","Dataset4_620241X","Dataset4_630377X","Dataset4_3180398X","Dataset4_2570026X","Dataset4_540021X","Dataset4_4640136X","Dataset4_6330047X","Dataset4_1710594X","Dataset4_270519X","Dataset4_1690059X","Dataset4_2850162X","Dataset4_130021X","Dataset4_2230273X","Dataset4_270348X","Dataset4_2070037X","Dataset4_6280156X","Dataset4_5390246X","Dataset4_1240450X","Dataset4_7160369X","Dataset4_5390239X","Dataset4_3940754X","Dataset4_1230201X","Dataset4_6400333X","Dataset4_1030376X","Dataset4_4890722X","Dataset4_4040725X","Dataset4_3440343X","Dataset4_6370014X","Dataset4_940356X","Dataset4_6110167X","Dataset4_4860408X"
2.88582,0.839477,1.00669,2.59051, 0.070933,0.0541376,0.0868473,12.3597,5.42215,0.597005, 12,12,7,8,7,7,22,22,12,12,44,12,22,22,8,22,22,22,7,7,22,7,8,12,7,12,7,7,7,22,12,22,12,22,44,8,7,8,7,22,22,12,22,12,7,22,8,7,7,22,22,22,12,7,12,22,8,12,8,7,22,22,12,12,22,22,22,8,7,7,12,12,7,22,7,12,12,12,7,22,16,5,33,16,16,5,16,5,16,5,33,33,16,16,16,16,16,16,16,16,16,16, 49,49,46,49,27,46,16,49,8,12,46,13,27,27,49,49,8,8,46,46,8,46,49,13,12,49,46,12,46,27,13,27,12,8,46,49,46,49,46,49,49,49,16,13,12,16,49,13,12,8,16,16,49,46,11,12,49,49,49,46,16,16,11,8,8,49,49,49,12,46,13,13,46,8,27,49,49,49,16,49,49,13,49,49,49,49,49,46,12,49,49,13,13,13,13,13,11,13,13,13,11,13, 22,49,22,13,49,22,49,49,22,13,22,13,49,49,34,49,49,49,22,22,49,22,34,13,22,13,22,49,22,49,13,49,31,49,22,34,49,34,22,34,49,34,49,13,49,49,13,49,49,49,49,49,13,22,31,49,31,13,13,22,49,49,13,49,49,49,34,49,22,22,31,13,22,49,49,13,13,13,49,34,31,31,49,31,31,49,31,22,22,49,31,49,34,49,34,49,31,31,31,31,31,31, 16,16,16,49,16,46,26,26,46,31,46,31,16,16,26,16,26,26,46,46,26,46,26,31,16,49,46,16,16,16,49,16,26,16,46,26,16,26,46,26,26,26,16,49,16,16,26,31,16,16,16,26,26,46,31,16,31,49,49,46,16,16,49,16,16,26,26,26,16,46,31,49,46,16,16,49,49,26,16,26,31,31,49,31,49,16,31,46,46,26,31,26,31,49,26,16,49,49,49,31,31,31
3.21945,1.83423,3.08072,2.82454, 0.513932,1.80559,0.510696,0.717588,5.98477,0.0146149, 35,35,2,49,37,37,17,17,35,35,2,35,37,37,49,37,49,49,37,2,17,2,49,35,37,35,2,37,37,37,35,37,35,37,2,49,37,49,37,49,37,35,37,35,37,17,35,37,37,37,37,37,35,2,35,37,35,35,35,2,37,17,35,35,17,17,17,49,37,37,35,35,2,37,37,35,35,35,37,17,16,7,16,7,7,7,16,7,16,16,16,7,16,16,16,7,7,16,16,16,7,16, 23,31,16,23,37,3,43,23,31,37,3,13,37,37,31,31,31,43,16,3,31,3,31,13,37,23,3,37,16,37,13,37,37,37,3,31,16,31,16,31,31,31,37,13,37,37,23,13,37,31,37,31,31,3,13,37,23,31,31,3,43,43,13,31,43,31,31,31,37,37,13,13,3,43,37,23,23,23,37,31,23,13,31,23,23,23,31,16,37,23,23,13,13,13,13,13,13,13,13,13,13,13, 17,17,17,10,17,17,17,49,17,10,3,10,17,17,49,17,49,17,17,17,17,17,49,10,17,10,17,17,17,17,10,17,48,17,3,49,17,49,17,49,17,49,17,10,17,17,10,17,17,17,17,17,10,17,48,17,23,10,10,17,17,17,10,17,17,49,49,17,17,17,48,10,17,17,17,10,10,10,17,49,48,48,49,48,48,17,48,17,17,49,48,17,49,49,49,17,48,48,48,23,48,48, 3,3,3,23,36,3,23,23,3,31,3,31,36,36,23,36,23,23,3,3,23,3,23,31,3,35,3,3,3,36,35,36,23,36,1,23,36,23,3,23,23,23,36,23,36,36,23,31,36,36,36,23,23,3,31,36,31,35,23,3,36,36,35,36,23,23,23,23,3,3,31,35,3,36,3,35,35,23,36,23,31,31,41,31,41,36,31,3,3,23,31,23,31,35,23,36,23,35,35,31,31,31
3.2549,1.02999,1.45563,0.679051, 0.877155,1.77925,0.604929,0.727201,1.62319,2.04214, 45,45,23,48,23,23,23,23,48,45,23,45,23,23,48,23,48,48,23,23,23,23,48,45,23,45,23,23,23,23,48,23,45,23,23,48,23,48,23,48,23,45,23,45,23,23,48,23,23,23,23,23,45,23,45,23,48,45,48,23,23,23,45,45,23,23,23,48,23,23,45,45,23,23,23,45,45,45,23,48,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27, 28,28,23,22,27,23,28,22,28,27,23,48,27,27,28,28,28,28,23,23,28,23,28,48,23,28,23,27,23,27,48,27,27,27,23,28,23,28,23,28,28,28,27,48,27,27,28,48,27,28,27,28,28,23,48,27,28,28,28,23,27,27,48,28,28,28,28,28,23,23,48,37,23,28,27,28,22,22,27,28,28,48,28,28,22,28,28,23,23,22,28,48,48,48,48,48,48,48,48,48,48,48, 27,27,31,42,27,31,27,42,27,42,11,42,27,27,42,27,42,23,31,31,23,31,42,42,27,42,11,27,31,27,42,27,12,27,11,42,27,42,31,42,1,42,27,42,27,27,42,27,27,27,27,23,42,11,12,27,12,42,42,31,27,27,42,27,27,23,42,23,27,31,12,42,11,23,27,42,42,42,27,42,12,12,23,12,12,27,12,11,31,42,12,27,42,23,42,27,12,12,12,12,12,12, 43,43,43,24,33,43,48,39,43,42,43,42,33,33,24,33,39,39,43,43,48,43,39,42,43,24,43,43,43,48,24,33,39,48,43,39,48,39,43,39,48,39,33,24,33,33,39,42,33,48,48,48,39,43,42,33,42,24,24,43,48,48,24,33,48,39,39,39,43,43,42,24,43,48,43,24,24,39,33,39,42,42,24,42,24,48,42,43,43,39,42,48,42,24,39,48,24,24,24,42,42,42
3.0322,3.35421,1.85265,3.21143, 7.35164,3.41825,0.201221,0.524749,0.504277,4.32057, 47,47,30,47,30,30,33,33,47,47,11,47,30,30,33,30,33,33,30,11,33,11,47,47,30,47,11,30,30,33,47,30,47,30,11,47,30,47,30,33,30,47,33,47,30,33,47,30,30,30,30,30,47,11,47,30,47,47,47,11,33,33,49,47,33,33,33,33,30,30,47,47,11,30,30,47,47,47,30,33,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20, 4,33,27,4,27,19,6,4,33,27,19,20,27,50,4,33,33,33,27,19,33,19,4,20,27,4,19,27,27,27,20,27,27,27,19,4,19,33,19,33,33,33,50,20,27,27,4,48,27,33,50,33,4,19,3,27,4,4,33,19,27,50,20,33,6,33,33,33,27,27,3,47,19,33,27,4,4,4,50,33,4,3,4,4,4,4,4,19,27,4,4,47,20,20,20,20,20,20,48,3,3,20, 30,30,30,49,35,30,35,22,30,49,30,49,35,35,22,35,22,35,30,30,22,30,22,49,30,49,30,30,30,35,49,35,10,35,30,22,35,22,30,22,35,22,27,22,27,35,22,35,35,35,35,35,22,30,10,27,10,22,22,30,35,35,49,35,35,22,22,35,30,30,10,49,30,35,35,49,49,22,35,22,10,10,22,10,10,27,10,30,30,22,10,35,22,22,22,35,10,10,10,10,10,10, 35,35,17,22,35,17,35,22,17,23,17,23,35,35,22,35,22,22,17,17,22,17,22,23,35,22,17,35,35,35,22,35,22,35,17,22,35,22,17,22,22,22,35,22,35,35,22,23,35,35,35,35,22,17,23,35,23,22,22,17,35,35,22,35,35,22,22,22,35,17,23,22,17,35,35,22,22,22,35,22,23,23,22,23,22,35,23,17,17,22,23,35,23,22,22,35,22,22,22,23,23,23
3.15303,1.58774,1.75594,2.69944, 4.24243,0.936691,0.54559,0.604641,0.668699,11.6513, 32,32,44,32,44,44,17,17,32,32,44,32,19,19,32,19,17,32,44,44,17,44,32,32,44,32,44,44,44,19,32,44,32,19,44,32,44,32,44,32,19,32,17,50,44,17,32,44,44,19,19,19,32,44,32,19,32,32,32,44,19,17,32,32,17,17,17,32,44,44,32,32,44,19,44,32,32,32,44,32,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34, 32,32,9,32,19,9,14,32,18,19,9,49,19,19,32,32,32,14,9,9,32,9,32,49,19,32,9,19,9,19,49,19,19,19,9,32,9,32,9,32,32,32,19,49,19,19,32,49,19,14,19,14,32,9,45,19,32,32,32,9,19,19,49,32,14,32,32,32,19,9,49,45,9,14,19,32,32,32,19,32,32,49,32,32,32,32,32,9,19,32,32,45,49,49,49,45,45,49,49,49,49,49, 19,19,19,8,10,24,10,10,19,8,24,8,10,10,8,10,10,10,24,24,10,24,8,8,19,8,24,19,19,10,8,10,50,10,24,13,10,8,24,8,10,8,10,8,19,10,8,10,10,10,10,10,8,24,50,10,50,8,8,24,10,10,8,10,10,10,13,10,19,24,50,8,24,10,10,8,8,8,10,8,50,50,10,50,50,10,50,24,24,10,50,10,8,10,13,10,50,50,50,50,50,50, 24,24,24,1,24,24,7,38,24,8,24,8,24,24,38,24,15,15,24,24,15,24,38,8,24,1,24,24,24,24,1,24,39,24,21,15,24,38,24,38,15,39,24,38,24,24,38,8,24,24,24,15,38,24,8,24,8,38,38,24,24,24,1,24,24,15,39,15,24,24,8,1,24,24,24,1,1,39,24,39,8,8,38,8,1,24,8,24,24,39,8,15,8,38,39,24,38,38,1,8,8,8
2.73391,3.90418,0.612031,2.35773, 0.835876,0.148154,0.494064,3.31312,0.0278638,0.0384169, 36,36,10,46,39,39,14,14,36,36,10,36,14,14,42,14,14,42,10,10,14,10,42,36,10,36,10,10,10,14,36,14,36,14,10,33,14,33,10,42,14,36,14,36,14,14,33,14,14,14,14,14,36,10,36,14,46,36,36,10,14,14,36,36,14,14,14,33,10,10,36,36,10,14,10,36,36,36,39,42,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23, 3,3,50,25,29,50,29,3,36,29,50,39,29,29,25,3,36,29,50,50,36,50,3,39,29,3,50,29,50,29,39,29,29,29,50,3,50,3,50,3,3,25,29,39,29,29,3,39,29,29,29,43,3,50,39,29,3,3,3,50,29,29,39,3,29,3,3,3,29,50,39,39,50,43,29,3,3,3,29,3,25,39,25,3,3,25,25,50,29,25,3,39,39,39,39,39,39,39,39,39,39,39, 31,31,31,19,31,31,3,3,31,20,15,19,31,31,23,31,3,3,31,15,3,15,23,19,31,1,15,31,31,31,19,31,21,31,15,23,31,23,15,23,3,23,31,20,31,31,19,31,31,31,31,3,1,15,21,31,21,1,23,15,31,31,20,31,3,3,23,3,31,15,21,19,15,3,31,1,19,23,31,23,21,21,3,21,21,31,21,15,15,3,21,3,23,3,23,31,21,21,21,21,21,21, 3,3,3,13,24,3,43,13,3,7,3,7,44,44,13,44,43,43,3,3,43,3,13,7,3,13,3,3,3,44,13,24,13,44,3,13,44,13,3,13,43,13,44,13,3,44,13,7,3,44,44,43,13,3,7,3,7,13,13,3,44,44,13,3,43,43,13,43,3,3,7,13,3,44,3,13,13,13,44,13,7,7,13,7,13,44,7,3,3,13,7,43,7,13,25,44,13,13,13,7,7,7
3.64577,2.07906,1.76014,2.2396, 0.370934,1.43337,2.5736,8.9183,0.0898834,0.0116779, 25,25,3,1,3,3,1,1,1,25,3,25,3,3,1,3,1,1,3,3,1,3,1,1,3,25,3,3,3,1,1,3,25,3,3,1,3,1,3,1,3,25,3,25,3,1,1,3,3,3,3,3,25,3,25,3,1,25,1,3,3,1,25,25,1,1,1,1,3,3,25,25,3,3,3,25,1,25,3,1,22,22,30,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22, 2,2,20,2,20,20,30,2,30,20,3,25,20,30,2,2,30,30,20,3,30,3,2,25,20,2,3,20,20,20,25,20,20,30,3,2,20,2,20,2,2,2,30,25,20,30,2,25,20,30,30,30,2,3,25,20,2,2,2,3,30,30,25,30,30,2,2,2,20,20,25,25,3,30,20,2,2,2,20,2,2,25,2,2,2,2,2,20,20,2,2,25,25,25,25,25,25,25,25,25,25,25, 3,3,3,13,3,3,48,2,3,13,24,13,3,3,2,3,48,48,3,3,48,3,2,13,3,13,24,3,3,3,13,3,29,3,24,2,3,2,3,2,3,2,3,2,3,3,2,3,3,3,3,48,2,3,29,3,29,2,2,24,3,3,13,3,3,48,2,48,3,3,29,13,24,48,3,13,13,2,3,2,29,29,48,29,29,3,29,24,3,2,29,48,2,48,2,3,29,29,29,29,29,29, 6,25,6,28,25,6,32,32,6,40,42,40,25,25,32,25,32,32,6,6,32,6,32,40,6,12,42,6,6,25,28,25,32,25,42,32,25,32,6,32,32,32,25,28,25,25,32,40,25,32,32,32,32,6,40,25,40,28,32,6,32,32,21,25,32,32,32,32,6,6,2,12,42,32,6,28,28,32,25,32,40,2,12,40,28,25,40,6,6,32,40,32,2,28,32,32,28,28,28,40,40,40
1.819,2.35244,1.51798,5.81171, 3.09726,1.69142,11.896,0.433902,0.374375,1.14103, 43,43,28,43,6,6,6,6,43,43,28,43,6,6,43,6,2,43,6,28,6,28,43,43,6,43,28,6,6,6,43,6,43,6,28,43,6,43,6,43,6,43,6,43,6,6,43,6,6,6,6,6,43,28,43,6,43,43,43,28,6,6,43,43,6,50,2,43,6,6,43,43,28,6,6,43,43,43,6,43,14,14,14,14,14,14,14,14,14,14,10,14,14,14,14,14,14,14,14,14,14,14, 31,31,32,15,6,32,31,15,31,32,28,36,32,6,31,31,31,31,32,28,31,32,31,36,32,31,28,32,32,32,36,32,32,6,28,31,32,31,32,31,31,31,6,36,32,6,31,36,32,31,6,31,31,28,36,32,15,31,31,28,6,6,36,31,31,31,31,31,32,32,36,36,28,31,32,31,15,15,6,31,15,36,31,15,15,31,31,32,32,15,31,36,36,36,36,36,36,36,36,36,36,36, 32,42,32,47,42,32,42,49,32,47,32,47,42,42,34,42,49,42,32,32,17,32,34,47,32,47,32,42,32,42,47,42,7,42,32,34,42,34,32,34,42,34,42,47,42,42,47,42,42,42,42,42,47,32,7,42,7,47,47,32,42,42,47,42,42,49,34,42,42,32,7,47,32,42,42,47,47,47,42,34,7,7,49,7,7,42,7,32,32,49,7,42,34,49,34,42,7,7,7,7,7,7, 18,18,18,43,50,18,50,14,18,10,18,10,50,50,43,50,50,50,18,18,50,18,50,10,18,43,18,18,18,50,43,50,40,50,18,50,50,50,18,40,50,43,50,43,18,50,43,10,18,50,50,50,43,18,10,18,10,43,43,18,50,50,43,50,50,50,50,50,18,18,10,43,18,50,18,43,43,50,50,50,15,10,43,10,43,50,10,18,18,50,10,50,10,43,50,50,43,43,43,10,10,10
0.35176,1.75843,2.58105,2.91633, 0.134671,3.46432,10.4425,5.0966,0.150141,0.020835, 29,29,48,15,48,19,15,15,15,29,48,29,46,46,15,46,15,15,48,48,15,48,15,15,48,29,48,48,48,15,15,48,29,46,48,15,48,15,48,15,46,29,15,29,48,15,15,48,48,46,48,48,29,48,29,48,15,29,15,48,46,15,29,29,15,15,15,15,48,48,15,29,48,48,48,29,15,15,48,15,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18, 34,45,43,45,7,43,7,45,18,7,43,10,7,7,34,18,18,18,43,43,18,43,34,10,7,45,43,7,43,7,10,7,7,7,43,34,43,18,43,18,18,34,7,10,7,7,34,10,7,18,7,18,45,43,10,7,34,34,34,43,7,7,10,18,7,18,18,18,7,43,10,10,43,18,7,34,45,45,7,18,45,10,34,34,45,34,34,43,7,34,45,10,10,10,10,10,10,10,10,10,10,10, 22,22,22,3,29,22,29,38,22,3,48,3,29,29,38,29,29,29,22,22,29,22,38,3,22,3,48,22,22,29,3,29,10,29,48,38,29,38,22,38,29,3,29,3,29,29,3,29,29,29,29,29,3,22,10,29,10,3,3,22,29,29,3,29,29,29,38,29,22,22,10,3,48,29,29,3,3,3,29,3,10,10,29,10,10,29,10,48,22,29,10,29,38,29,38,29,10,10,10,10,10,10, 46,46,46,15,46,46,46,15,46,16,46,16,46,46,15,46,22,49,46,46,10,46,15,16,46,15,46,46,46,46,15,46,15,46,48,15,46,15,46,15,10,15,46,15,46,46,15,16,46,46,46,46,15,46,16,46,16,15,15,46,46,46,15,46,46,15,15,10,46,46,16,15,46,46,46,15,15,15,46,15,16,16,15,16,15,46,16,46,46,15,16,46,16,15,15,46,15,15,15,16,16,16
1.21061,2.75779,1.6473,0.712607, 0.434365,0.591373,2.06117,6.1301,0.398369,0.150971, 20,50,16,20,16,16,20,49,20,50,16,20,49,16,20,49,20,20,16,16,49,16,20,20,16,20,16,16,16,49,20,16,20,49,16,20,16,20,16,20,49,20,49,50,16,20,20,16,16,49,16,16,20,16,50,16,20,20,20,16,49,49,20,20,49,20,20,20,16,16,20,20,16,49,16,20,20,20,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, 43,43,49,43,49,49,43,43,43,49,8,20,49,40,43,43,43,43,49,49,43,49,43,20,49,43,49,49,49,49,20,40,49,40,8,43,49,43,49,43,43,43,40,20,49,49,43,20,49,43,40,43,43,8,20,49,43,43,43,49,40,40,20,43,43,43,43,43,49,49,20,20,49,43,49,43,43,43,40,43,43,20,43,43,43,43,43,49,49,43,43,20,20,20,20,20,20,20,20,20,20,20, 5,5,5,44,5,5,12,44,5,44,5,44,5,5,44,5,12,12,5,5,12,5,44,44,5,44,5,5,5,5,44,5,20,5,5,44,5,44,5,44,38,44,5,44,5,5,44,5,5,5,38,12,44,5,20,5,20,44,44,5,38,5,44,5,12,43,44,12,5,5,20,44,5,12,5,44,44,44,5,44,20,20,12,20,20,5,20,5,5,43,20,12,44,39,44,5,20,20,20,20,20,20, 34,34,34,44,34,34,45,44,34,5,34,5,34,45,44,34,44,44,34,34,44,34,44,5,34,44,34,34,34,45,44,34,44,45,34,44,45,44,34,44,44,44,34,44,34,34,44,5,34,45,45,45,44,34,5,34,5,44,44,34,45,45,44,34,45,44,44,44,34,34,5,44,34,45,34,44,44,44,34,44,5,5,44,5,44,45,5,34,34,44,5,45,5,44,44,45,44,44,44,5,5,5
